GEOGRAPHICAL_BOROUGH_NAME,NEW_BOROUGH_GROUPING,RAM,CONSOLIDATED_NAME,CONSOLIDATED_TDS_NUM,DEVELOPMENT_NAME,TDS_NUM,ADDRESS_LINE_1,BUILDING_NUM,LOCATION,LOCATION_TYPE,OWNERGROUP,SOURCESYSID,CALL_CENTER_TYPE,PARENT,WONUM,TRADE_TYPE,CRAFT_DESCRIPTION,FAILURECODE,PROBLEMCODE,WOPRIORITY,REPORTDATE,ZZCREATEDATE,SCHEDSTART,TARGSTARTDATE,ACTSTART,ACTFINISH,STATUS,STATUSDATE,DISPOSITION_DESC,DISPOSITION_SUB_DESC,WORK_DONE_DESC,ZZSUBWORKTYPE,CAUSE,REMEDY,ZZRESCODE,LAST_LABTRANS_TRANSTYPE,TOTAL_REPAIRS_DONE,REPAIRS_DONE_LIST,VANDALISM_CODE,ZZCOURTORDER,ZZRRPWORKREQUIRED,ZZRRPWORKAMOUNT,DESCRIPTION,Days to Complete Or Still Open,TDS,BUILDING,STAIRHALL,ROOM
Brooklyn,Mixed Finance,HIPPS,Marlboro,83,MARLBORO,83,30 AVENUE V,02,083.02,BUILDING,DEV083,MAXIMO,Non-CCC,68015695,68307468,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-19,2019-08-19,,,2019-08-21,2019-08-21,CLOSE,2019-08-21,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,HYDROLICCYLINDERREPAIRED,0,0,,,Are interior compactors in good working order?,1.938391,083,02,,
Bronx,Bronx,THEODORE,Adams,118,ADAMS,118,735 EAST 152ND STREET,01,118.01,BUILDING,DEV118,MAXIMO,Non-CCC,68011177,68431024,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-08-22,2019-08-22,2019-08-23,2019-08-23,2019-08-23,2019-08-23,CLOSE,2019-08-23,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,Are compactor rooms clean and in good condition? Mold on Wall,0.743472,118,01,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1905 2ND AVENUE,04,062.04,BUILDING,DEV062,MAXIMO,Non-CCC,71907977,72225981,SKILLED TRADES,Caretaker,COMPACTOR,FOLLOWUP,6,2020-01-26,2020-01-26,,,2020-01-27,2020-01-27,CLOSE,2020-01-27,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are compactor rooms clean and in good condition?,1.085868,062,04,,
Brooklyn,NGO1,KORBUL,Brownsville,16,BROWNSVILLE,16,284 SUTTER AVENUE,,016,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,73523710,73523710,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2020-04-28,2020-04-28,,,2020-04-29,2020-04-29,CLOSE,2020-04-30,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,CAPREPAIRED,0,0,,,EXTERIORCOMPACTOR - MAINT,1.148044,016,,,
Bronx,Bronx,TOLOZANO,Webster,141,WEBSTER,141,1270 WEBSTER AVENUE,,141,DEVELOPMENT,BXPAINT,MAXIMO,Non-CCC,69502240,69502240,SKILLED TRADES,Painter,EXTERIORCOMPACTOR,NEEDSPAINTING,3,2019-10-15,2019-10-15,,,2020-01-03,2020-01-03,CLOSE,2020-01-03,CLOSED,Completed on Arrival,Work Not Done,,,,,COMPLETEONARRIVAL,,,0,0,,,EXTERIOR COMPACTOR - PAINTER,79.853993,141,,,
Bronx,NGO1,MCMILLAN,Mitchel,145,MITCHEL,145,303 EAST 135TH STREET,01,145.01,BUILDING,TSDWASTE,MAXIMO,Non-CCC,65383049,65383049,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,MACHOILLEAK,3,2019-01-31,2019-01-31,,,2019-02-02,2019-02-02,CLOSE,2019-02-04,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,HOSEREPLCED;COMPLETEOILCHANGE,0,0,,,EXTERIORCOMPACTOR - MAINT,1.926481,145,01,,
Brooklyn,Brooklyn,TAYLOR,Whitman,514,WHITMAN,514,125 NORTH PORTLAND AVENUE,06,514.06,BUILDING,DEV514,MAXIMO,Non-CCC,68594652,69255645,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-09-27,2019-09-27,,,2019-09-28,2019-09-28,CLOSE,2019-09-30,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORKWITHSEQ,1.0,STOPPAGECLEARED,0,0,,,Are interior compactors in good working order?,0.8603129999999999,514,06,,
Brooklyn,Brooklyn,HALL,Gowanus,25,GOWANUS,25,195 HOYT STREET,06,025.06,BUILDING,DEV025,MAXIMO,Non-CCC,68015828,68030144,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-01,2019-08-01,,,2019-08-02,2019-08-02,CLOSE,2019-08-23,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are interior compactors in good working order?,0.720637,025,06,,
Manhattan,Manhattan,MOLINA,Taft,97,TAFT,97,1735 MADISON AVENUE,06,097.06,BUILDING,DEV097,MAXIMO,Non-CCC,69322586,69336967,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-10-01,2019-10-01,,,2019-10-02,2019-10-02,CLOSE,2019-10-02,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order? MACHINE RUNS WHILE DOOR IS OPEN,0.929502,097,06,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1809 3RD AVENUE,07,062.07,BUILDING,DEV062,MAXIMO,Non-CCC,73314842,73341812,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-04-04,2020-04-04,,,2020-04-05,2020-04-05,CLOSE,2020-04-05,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,0.949572,062,07,,
Manhattan,Manhattan,ALLEN,Baruch,60,BARUCH,60,64 BARUCH DRIVE,05,060.05,BUILDING,TSDWASTE,MAXIMO,Non-CCC,65277616,65277616,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,HOSEOILLEAK,3,2019-01-25,2019-01-25,,,2019-01-30,2019-01-30,CLOSE,2019-01-31,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,Exterior EZ Pack #4,5.039306,060,05,,
Manhattan,Mixed Finance,WALTON,Wise Towers,127,WSUR (SITE A) 120 WEST 94TH STREET,151,120 WEST 94TH STREET,,151,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,67219209,67219209,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-06-14,2019-06-14,,,2019-06-27,2019-06-27,CLOSE,2019-06-29,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,13.051262,151,,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,545 WEST 126TH STREET,01,081.01,BUILDING,TSDWASTE,MAXIMO,Non-CCC,71985699,71985699,MAINTENANCE,Maintenance,COMPACTOR,MACHOILLEAK,3,2020-01-07,2020-01-07,,,2020-01-13,2020-01-13,CLOSE,2020-01-14,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,ELECTRICITYRESTORED;ELECPHOTOCELLREPAIRED,0,0,,,oil line o/o/o,5.9417480000000005,081,01,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1955 2ND AVENUE,06,062.06,BUILDING,DEV062,MAXIMO,Non-CCC,72747824,72868791,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-03-07,2020-03-07,,,2020-03-12,2020-03-12,CLOSE,2020-03-12,CLOSED,Closed,Work Done,,ACCIDENTALDAMAGE,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,4.8172690000000005,062,06,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,BUSHWICK,86,869 FLUSHING AVENUE,04,086.04,BUILDING,DEV086,MAXIMO,Non-CCC,67968807,68001737,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-07-31,2019-07-31,,,2019-07-31,2019-07-31,CLOSE,2019-08-01,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are compactor rooms clean and in good condition?,0.018831,086,04,,
Brooklyn,Brooklyn,TAYLOR,Stuyvesant Gardens,221,STUYVESANT GARDENS II,333,150 MALCOLM X BOULEVARD,01,333.01,BUILDING,DEV221,MAXIMO,Non-CCC,65644625,65644625,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RDRLOCKOOO,3,2019-02-22,2019-02-22,2019-03-01,2019-03-01,2019-03-01,2019-03-01,CLOSE,2019-03-01,CLOSED,Closed,Work Done,AWS-SCAT,NORMALWEAR,REMEDY,,WORK,1.0,LOCKREPLACED,0,0,,,Compactor Room: no lock,6.851528,333,01,,
Bronx,Mixed Finance,DINGLE,Saint Mary's Park,93,SAINT MARY'S PARK,93,700 EAST 156TH STREET,05,093.05,BUILDING,DEV093,MAXIMO,Non-CCC,72332121,72610716,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-20,2020-02-20,,,2020-02-22,2020-02-22,CLOSE,2020-02-23,CLOSED,Previously Corrected,Work Not Done,,,,,PREV CORRECTED,,,0,0,,,Are interior compactors in good working order?,1.7714580000000002,093,05,,
Bronx,Bronx,THEODORE,Union Avenue Consolidated,342,DAVIDSON,190,818 HOME STREET,01,190.01,BUILDING,DEV342,MAXIMO,Non-CCC,71988416,71988416,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-01-07,2020-01-07,,,2020-01-08,2020-01-08,CLOSE,2020-01-08,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,HOPPERDOORREPAIRED,0,0,,,PO PEREZ PSA 7 BADGE # 1440 REQUEST COMP SEARCH FOR WEAPON .,0.147431,190,01,,
Manhattan,Manhattan,GADSON,Grant,87,GRANT,87,3150 BROADWAY,02,087.02,BUILDING,DEV087,MAXIMO,Non-CCC,68018157,68152623,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-12,2019-08-12,,,2019-08-12,2019-08-12,CLOSE,2019-08-13,CLOSED,No Work Done with Sequence,Work Not Done,,,,,NOWORKDONEWITHSEQ,,,0,0,,,Are interior compactors in good working order? REFLECTOR FELL OFF,0.063958,087,02,,
Manhattan,Manhattan,SUGGS,Dyckman,41,DYCKMAN,41,3784 10TH AVENUE,07,041.07,BUILDING,TSDWASTE,MAXIMO,Non-CCC,73325354,73325354,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2020-04-02,2020-04-02,,,2020-04-04,2020-04-04,CLOSE,2020-04-06,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,machine # 1 handle,2.3588080000000002,041,07,,
Brooklyn,Brooklyn,MAYNARD,Cooper Park,69,COOPER PARK,69,290 FROST STREET,04,069.04,BUILDING,DEV069,MAXIMO,Non-CCC,67970210,68006514,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-07-31,2019-07-31,,,2019-08-01,2019-08-01,CLOSE,2019-09-03,CLOSED,Closed,Work Done,,ACCIDENTALDAMAGE,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,0.686701,069,04,,
Brooklyn,Brooklyn,MIDDLETON,Albany,31,ALBANY,31,1191 PARK PLACE,02,031.02,BUILDING,DEV031,MAXIMO,Non-CCC,67969435,68006627,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-07-31,2019-07-31,,,2019-07-31,2019-07-31,CLOSE,2019-08-19,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,TRANSITIONCHUTECLEANED,0,0,,,Are interior compactors in good working order? 1191 compactor  ooo,0.028310000000000002,031,02,,
Brooklyn,Brooklyn,MAYNARD,Roosevelt,135,ROOSEVELT I,135,153 MARCUS GARVEY BOULEVARD,,135,DEVELOPMENT,DEV135,MAXIMO,Non-CCC,72442179,72442179,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2020-02-08,2020-02-08,,,2020-02-08,2020-02-08,CLOSE,2020-02-09,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,COMPACTOR OUTAGE,0.179838,135,,,
Brooklyn,Brooklyn,MIDDLETON,Pink,89,PINK,89,1165 STANLEY AVENUE,19,089.19,BUILDING,TSDWASTE,MAXIMO,Non-CCC,71999305,71999305,MAINTENANCE,Maintenance,COMPACTOR,RAMNOTPUSHING,3,2020-01-08,2020-01-08,,,2020-01-10,2020-01-10,CLOSE,2020-01-11,CLOSED,Closed,Work Done,BUILDING,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,2.211898,089,19,,
Manhattan,Manhattan,ALLEN,Gompers,100,GOMPERS,100,80 PITT STREET,03,100.03,BUILDING,DEV100,MAXIMO,Non-CCC,68018600,68025981,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-08-01,2019-08-01,,,2019-08-14,2019-08-14,CLOSE,2019-08-14,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are interior compactors in good working order? awaiting tsd waste,12.914977,100,03,,
Manhattan,Manhattan,GADSON,Grant,87,GRANT,87,3170 BROADWAY,,087,DEVELOPMENT,MNELEC,MAXIMO,Non-CCC,65441956,65441956,SKILLED TRADES,Electrician,COMPACTOR,COMPACTOROOO,3,2019-02-05,2019-02-05,,,2019-02-05,2019-02-05,CLOSE,2019-02-05,CLOSED,Condition not Founded,Work Not Done,BUILDING,,,,UNFOUNDED,,,0,0,,,Solenoid Valve out of order,0.08402799999999999,087,,,
Manhattan,Manhattan,GADSON,King Towers,30,KING TOWERS,30,1370 5TH AVENUE,06,030.06,BUILDING,TSDWASTE,MAXIMO,Non-CCC,68006089,68006089,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-07-31,2019-07-31,,,2019-07-31,2019-07-31,CLOSE,2019-08-01,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,STOPPAGECLEARED,0,0,,,COMPACTOR - MAINT,0.12236099999999998,030,06,,
Bronx,NGO1,MCMILLAN,Mitchel,145,MITCHEL,145,225 WILLIS AVENUE,08,145.08,BUILDING,TSDWASTE,MAXIMO,Non-CCC,70012079,70012079,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RAMNOTPUSHING,3,2019-11-04,2019-11-04,,,2019-11-11,2019-11-11,CLOSE,2019-11-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,EXTERIORCOMPACTOR - MAINT,7.110475,145,08,,
Manhattan,Manhattan,GADSON,Grant,87,GRANT,87,3170 BROADWAY,,087,DEVELOPMENT,TSDWASTE,MAXIMO,Non-CCC,69030743,69030743,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,RAMDAMAGED,3,2019-09-16,2019-09-16,,,2019-09-28,2019-09-28,CLOSE,2019-09-30,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,CAPREPAIRED,0,0,,,EXTERIOR COMPACTOR - MAINT,12.123808,087,,,
Brooklyn,Mixed Finance,DINGLE,Bushwick,86,BUSHWICK,86,140 MOORE STREET,07,086.07,BUILDING,DEV086,MAXIMO,Non-CCC,67968807,68001723,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-07-31,2019-07-31,,,2019-07-31,2019-07-31,CLOSE,2019-08-01,CLOSED,Condition not Founded,Work Not Done,,,,,UNFOUNDED,,,0,0,,,Are compactor rooms clean and in good condition?,0.018866,086,07,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,3250 BROADWAY,02,081.02,BUILDING,DEV081,MAXIMO,Non-CCC,68018328,68339071,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-08-20,2019-08-20,,,2019-08-20,2019-08-20,CLOSE,2019-08-21,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are compactor rooms clean and in good condition?,0.14635399999999998,081,02,,
Manhattan,Manhattan,MOLINA,Taft,97,TAFT,97,70 EAST 115TH STREET,07,097.07,BUILDING,DEV097,MAXIMO,Non-CCC,67971588,68002412,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-07-31,2019-07-31,,,2019-08-01,2019-08-01,CLOSE,2019-08-21,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,REFLECTORCLEANED,0,0,,,Are compactor rooms clean and in good condition?,0.930475,097,07,,
Bronx,NGO1,MCMILLAN,Mott Haven,121,MOTT HAVEN,121,355 EAST 143RD STREET,07,121.07,BUILDING,DEV121,MAXIMO,Non-CCC,70037666,70037666,SKILLED TRADES,Vendor,COMPACTOR,RAMNOTPUSHING,3,2019-11-06,2019-11-06,,,,,CLOSE,2019-12-20,CLOSED,Service Restored,Work Not Done,,,,SERVREST,,,,0,0,,,Generic Vendor Work Plan,43.898194000000004,121,07,,
Brooklyn,Brooklyn,TAYLOR,Marcy,21,MARCY,21,583 PARK AVENUE,11,021.11,BUILDING,TSDWASTE,MAXIMO,Non-CCC,72247401,72247401,MAINTENANCE,Maintenance,COMPACTOR,DRSAFTEYSWITCHOOO,3,2020-01-28,2020-01-28,,,2020-01-31,2020-01-31,CLOSE,2020-02-01,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,HYDROLICHOSEREPLACED;HYDROLICFLUIDREPLACED,0,0,,,COMPACTOR - MAINT,3.209444,021,11,,
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,300 DUMONT AVENUE,,096,DEVELOPMENT,DEV096,MAXIMO,Non-CCC,67299087,67299087,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2019-06-22,2019-06-22,,,2019-06-22,2019-06-22,CLOSE,2019-06-24,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,STOPPAGECLEARED,0,0,,,P.O LEE # 23511 PSA# 2 REPORTS FLOODING IN THE MAINT AREA,0.342627,096,,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,210 EAST 102ND STREET,08,062.08,BUILDING,DEV062,MAXIMO,Non-CCC,72341492,72441729,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-08,2020-02-08,,,2020-02-12,2020-02-12,CLOSE,2020-02-12,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,3.8831599999999997,062,08,,
Bronx,NGO1,MCMILLAN,Patterson,24,PATTERSON,24,320 MORRIS AVENUE,03,024.03,BUILDING,TSDWASTE,MAXIMO,Non-CCC,71454551,71454551,MAINTENANCE,Maintenance,COMPACTOR,COMPACTOROOO,3,2019-12-05,2019-12-05,,,2019-12-19,2019-12-19,CLOSE,2019-12-19,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,ELECTRICITYRESTORED;ELECPHOTOCELLREPAIRED,0,0,,,COMPACTOR - MAINT,14.227707999999998,024,03,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,1430 AMSTERDAM AVENUE,04,081.04,BUILDING,TSDWASTE,MAXIMO,Non-CCC,71985553,71985553,MAINTENANCE,Maintenance,COMPACTOR,PHOTOCELLOOO,3,2020-01-07,2020-01-07,,,2020-01-13,2020-01-13,CLOSE,2020-01-14,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,6.031852,081,04,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,210 EAST 102ND STREET,08,062.08,BUILDING,DEV062,MAXIMO,Non-CCC,72341492,72574373,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-18,2020-02-18,,,2020-02-21,2020-02-21,CLOSE,2020-02-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,2.825359,062,08,,
Brooklyn,Brooklyn,TAYLOR,Farragut,29,FARRAGUT,29,233 SANDS STREET,04,029.04,BUILDING,DEV029,MAXIMO,Non-CCC,67030595,67030595,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-05-31,2019-05-31,,,2020-02-03,2020-02-03,CLOSE,2020-02-10,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,N,,exterior compactor number 2,248.160706,029,04,,
Queens,Queens-Staten Island,CORIOLAN,Astoria,26,ASTORIA,26,2-10 27TH AVENUE,08,026.08,BUILDING,TSDWASTE,MAXIMO,Non-CCC,66489815,66489815,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,NOPOWER,3,2019-04-18,2019-04-18,,,2019-04-22,2019-04-22,CLOSE,2019-04-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,2.0,POWERRESTORED;COMPACTORREPAIRED,0,0,,,exterior #2 NO power,3.896065,026,08,,
Manhattan,Manhattan,SUGGS,Rangel,37,RANGEL,37,159-14 HARLEM RIVER DRIVE,01,037.01,BUILDING,DEV037,MAXIMO,Non-CCC,73094629,73094629,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-03-28,2020-03-28,,,2020-03-28,2020-03-28,CLOSE,2020-03-29,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,TRASH COLLECTION,0.791667,037,01,,
Manhattan,Manhattan,MOLINA,Washington,62,WASHINGTON,62,1809 3RD AVENUE,07,062.07,BUILDING,DEV062,MAXIMO,Non-CCC,72341492,72441706,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-02-08,2020-02-08,,,2020-02-12,2020-02-12,CLOSE,2020-02-12,CLOSED,Closed,Work Done,,RESIDENTCAUSED,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are interior compactors in good working order?,3.884988,062,07,,
Manhattan,Mixed Finance,DINGLE,Manhattanville,81,MANHATTANVILLE,81,1430 AMSTERDAM AVENUE,04,081.04,BUILDING,DEV081,MAXIMO,Non-CCC,69323263,69508055,MAINTENANCE,Maintenance,COMPACTOR,FOLLOWUP,6,2019-10-15,2019-10-15,,,2019-10-16,2019-10-16,CLOSE,2019-10-16,CLOSED,Closed,Work Done,,FINISHWORK,REMEDY,,WORK,1.0,MACHINECLEANED,0,0,,,Are compactor rooms clean and in good condition?,0.922141,081,04,,
Brooklyn,NGO1,KORBUL,Tilden,96,TILDEN,96,300 DUMONT AVENUE,,096,DEVELOPMENT,DEV096,MAXIMO,Non-CCC,72546303,72546303,SKILLED TRADES,Vendor,EXTERIORCOMPACTOR,RAMNOTPUSHING,3,2020-02-15,2020-02-15,,,2020-02-19,2020-02-19,CLOSE,2020-03-08,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,BULKCONTAINERWELDED,0,0,N,,Generic Vendor Work Plan,4.160162000000001,096,,,
Bronx,Mixed Finance,WALTON,Marble Hill,49,MARBLE HILL,49,5360 BROADWAY,08,049.08,BUILDING,TSDWASTE,MAXIMO,Non-CCC,67225391,67225391,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,EXTCOMPACTOROOO,3,2019-06-16,2019-06-16,,,2019-06-21,2019-06-21,CLOSE,2019-06-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,COMPACTORREPAIRED,0,0,,,compactor constanly running check operation interior compactor,4.849005,049,08,,
Bronx,Bronx,BETHEA,Morrisania Air Rights,267,JACKSON,120,300 EAST 158TH STREET,02,120.02,BUILDING,DEV267,MAXIMO,Non-CCC,66520177,66520177,MAINTENANCE,Maintenance,EXTERIORCOMPACTOR,DOORNOTSECURED,3,2019-04-22,2019-04-22,2019-05-17,2019-05-17,2019-05-17,2019-05-17,CLOSE,2019-05-17,CLOSED,Completed on Arrival,Work Not Done,,,,,COMPLETEONARRIVAL,,,0,0,,,EXTERIOR COMPACTOR - MAINT,24.950855999999998,120,02,,
Manhattan,Manhattan,SUGGS,Fort Washington Ave Rehab,309,WASHINGTON HEIGHTS REHAB PHASE III (Fort Washington),523,450 WEST 164TH STREET,02,523.02,BUILDING,TSDWASTE,MAXIMO,Non-CCC,69496997,69496997,MAINTENANCE,Maintenance,COMPACTOR,COMPACTORLEAKING,3,2019-10-15,2019-10-15,2019-10-16,2019-10-16,2019-10-16,2019-10-16,CLOSE,2019-10-16,CLOSED,Previously Corrected,Work Not Done,,,,,PREV CORRECTED,,,0,0,,,COMPACTOR - MAINT,1.241366,523,02,,
Brooklyn,NGO1,KORBUL,Langston Hughes Apts,168,HUGHES APARTMENTS,168,315 SUTTER AVENUE,02,168.02,BUILDING,DEV168,MAXIMO,Non-CCC,69965858,69993444,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-11-02,2019-11-02,,,2019-11-07,2019-11-07,CLOSE,2019-11-07,CLOSED,Previously Corrected,Work Not Done,,,,,PREV CORRECTED,,,0,0,,,Are interior compactors in good working order?,4.805868,168,02,,
Bronx,Bronx,TOLOZANO,Webster,141,WEBSTER,141,1230 WEBSTER AVENUE,05,141.05,BUILDING,DEV141,MAXIMO,Non-CCC,72731619,72756680,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2020-03-02,2020-03-02,,,2020-03-19,2020-03-19,CLOSE,2020-03-22,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,REFLECTORCLEANED,0,0,,,Are interior compactors in good working order? COMPACTOR OOO,16.94728,141,05,,
Brooklyn,NGO1,KORBUL,Brownsville,16,BROWNSVILLE,16,294 OSBORN STREET,16,016.16,BUILDING,DEV016,MAXIMO,Non-CCC,67969786,67999672,SKILLED TRADES,Supv of Caretakers,COMPACTOR,NEEDSCLEANING,3,2019-07-31,2019-07-31,,,,,CLOSE,2019-08-06,CLOSED,Service Restored,Work Not Done,,,,SERVREST,,,,0,0,,,Are interior compactors in good working order? WO# 67974553 was sent to TSD,6.058611,016,16,,
Bronx,Bronx,BETHEA,Morrisania Air Rights,267,JACKSON,120,300 EAST 158TH STREET,02,120.02,BUILDING,TSDWASTE,MAXIMO,Non-CCC,69050982,69050982,MAINTENANCE,Maintenance,COMPACTOR,RAMLIMITSWITCHOOO,3,2019-09-17,2019-09-17,,,2019-10-01,2019-10-01,CLOSE,2019-10-02,CLOSED,Closed,Work Done,,NORMALWEAR,REMEDY,,WORK,1.0,ELECTRICITYRESTORED,0,0,,,COMPACTOR - MAINT,14.145891,120,02,,
